1.000e+00 1.047e+00 3 
1.047e+00 1.096e+00 0 
1.096e+00 1.148e+00 7 
1.148e+00 1.202e+00 1 
1.202e+00 1.259e+00 1 
1.259e+00 1.318e+00 4 
1.318e+00 1.380e+00 2 
1.380e+00 1.445e+00 6 
1.445e+00 1.514e+00 10 
1.514e+00 1.585e+00 2 
1.585e+00 1.660e+00 5 
1.660e+00 1.738e+00 6 
1.738e+00 1.820e+00 8 
1.820e+00 1.905e+00 7 
1.905e+00 1.995e+00 6 
1.995e+00 2.089e+00 8 
2.089e+00 2.188e+00 13 
2.188e+00 2.291e+00 21 
2.291e+00 2.399e+00 7 
2.399e+00 2.512e+00 9 
2.512e+00 2.630e+00 17 
2.630e+00 2.754e+00 18 
2.754e+00 2.884e+00 9 
2.884e+00 3.020e+00 19 
3.020e+00 3.162e+00 12 
3.162e+00 3.311e+00 23 
3.311e+00 3.467e+00 18 
3.467e+00 3.631e+00 35 
3.631e+00 3.802e+00 21 
3.802e+00 3.981e+00 30 
3.981e+00 4.169e+00 38 
4.169e+00 4.365e+00 42 
4.365e+00 4.571e+00 50 
4.571e+00 4.786e+00 48 
4.786e+00 5.012e+00 58 
5.012e+00 5.248e+00 56 
5.248e+00 5.495e+00 61 
5.495e+00 5.754e+00 72 
5.754e+00 6.026e+00 70 
6.026e+00 6.310e+00 78 
6.310e+00 6.607e+00 97 
6.607e+00 6.918e+00 94 
6.918e+00 7.244e+00 99 
7.244e+00 7.586e+00 113 
7.586e+00 7.943e+00 145 
7.943e+00 8.318e+00 151 
8.318e+00 8.710e+00 163 
8.710e+00 9.120e+00 154 
9.120e+00 9.550e+00 176 
9.550e+00 1.000e+01 191 
1.000e+01 1.047e+01 245 
1.047e+01 1.096e+01 253 
1.096e+01 1.148e+01 272 
1.148e+01 1.202e+01 305 
1.202e+01 1.259e+01 316 
1.259e+01 1.318e+01 384 
1.318e+01 1.380e+01 393 
1.380e+01 1.445e+01 406 
1.445e+01 1.514e+01 482 
1.514e+01 1.585e+01 526 
1.585e+01 1.660e+01 556 
1.660e+01 1.738e+01 657 
1.738e+01 1.820e+01 654 
1.820e+01 1.905e+01 762 
1.905e+01 1.995e+01 831 
1.995e+01 2.089e+01 915 
2.089e+01 2.188e+01 977 
2.188e+01 2.291e+01 1107 
2.291e+01 2.399e+01 1174 
2.399e+01 2.512e+01 1287 
2.512e+01 2.630e+01 1389 
2.630e+01 2.754e+01 1558 
2.754e+01 2.884e+01 1667 
2.884e+01 3.020e+01 1828 
3.020e+01 3.162e+01 2128 
3.162e+01 3.311e+01 2287 
3.311e+01 3.467e+01 2433 
3.467e+01 3.631e+01 2756 
3.631e+01 3.802e+01 2942 
3.802e+01 3.981e+01 3174 
3.981e+01 4.169e+01 3587 
4.169e+01 4.365e+01 3973 
4.365e+01 4.571e+01 4362 
4.571e+01 4.786e+01 4664 
4.786e+01 5.012e+01 5281 
5.012e+01 5.248e+01 5755 
5.248e+01 5.495e+01 6281 
5.495e+01 5.754e+01 6800 
5.754e+01 6.026e+01 7519 
6.026e+01 6.310e+01 8076 
6.310e+01 6.607e+01 9096 
6.607e+01 6.918e+01 10182 
6.918e+01 7.244e+01 10833 
7.244e+01 7.586e+01 11696 
7.586e+01 7.943e+01 13081 
7.943e+01 8.318e+01 14260 
8.318e+01 8.710e+01 15603 
