1.000e+00 1.047e+00 10 
1.047e+00 1.096e+00 16 
1.096e+00 1.148e+00 15 
1.148e+00 1.202e+00 13 
1.202e+00 1.259e+00 7 
1.259e+00 1.318e+00 5 
1.318e+00 1.380e+00 8 
1.380e+00 1.445e+00 22 
1.445e+00 1.514e+00 27 
1.514e+00 1.585e+00 13 
1.585e+00 1.660e+00 16 
1.660e+00 1.738e+00 20 
1.738e+00 1.820e+00 27 
1.820e+00 1.905e+00 32 
1.905e+00 1.995e+00 28 
1.995e+00 2.089e+00 25 
2.089e+00 2.188e+00 34 
2.188e+00 2.291e+00 50 
2.291e+00 2.399e+00 28 
2.399e+00 2.512e+00 39 
2.512e+00 2.630e+00 72 
2.630e+00 2.754e+00 47 
2.754e+00 2.884e+00 59 
2.884e+00 3.020e+00 67 
3.020e+00 3.162e+00 67 
3.162e+00 3.311e+00 88 
3.311e+00 3.467e+00 81 
3.467e+00 3.631e+00 91 
3.631e+00 3.802e+00 99 
3.802e+00 3.981e+00 120 
3.981e+00 4.169e+00 119 
4.169e+00 4.365e+00 156 
4.365e+00 4.571e+00 138 
4.571e+00 4.786e+00 150 
4.786e+00 5.012e+00 167 
5.012e+00 5.248e+00 219 
5.248e+00 5.495e+00 222 
5.495e+00 5.754e+00 227 
5.754e+00 6.026e+00 243 
6.026e+00 6.310e+00 303 
6.310e+00 6.607e+00 303 
6.607e+00 6.918e+00 365 
6.918e+00 7.244e+00 364 
7.244e+00 7.586e+00 385 
7.586e+00 7.943e+00 412 
7.943e+00 8.318e+00 491 
8.318e+00 8.710e+00 507 
8.710e+00 9.120e+00 597 
9.120e+00 9.550e+00 633 
9.550e+00 1.000e+01 686 
1.000e+01 1.047e+01 803 
1.047e+01 1.096e+01 811 
1.096e+01 1.148e+01 930 
1.148e+01 1.202e+01 1043 
1.202e+01 1.259e+01 1043 
1.259e+01 1.318e+01 1203 
1.318e+01 1.380e+01 1343 
1.380e+01 1.445e+01 1519 
1.445e+01 1.514e+01 1616 
1.514e+01 1.585e+01 1751 
1.585e+01 1.660e+01 1965 
1.660e+01 1.738e+01 2128 
1.738e+01 1.820e+01 2323 
1.820e+01 1.905e+01 2564 
1.905e+01 1.995e+01 2836 
1.995e+01 2.089e+01 3043 
2.089e+01 2.188e+01 3380 
2.188e+01 2.291e+01 3722 
2.291e+01 2.399e+01 3921 
2.399e+01 2.512e+01 4336 
2.512e+01 2.630e+01 4910 
2.630e+01 2.754e+01 5288 
2.754e+01 2.884e+01 5732 
2.884e+01 3.020e+01 6178 
3.020e+01 3.162e+01 6946 
3.162e+01 3.311e+01 7686 
3.311e+01 3.467e+01 8582 
3.467e+01 3.631e+01 9078 
3.631e+01 3.802e+01 9855 
3.802e+01 3.981e+01 10949 
3.981e+01 4.169e+01 12106 
4.169e+01 4.365e+01 13185 
4.365e+01 4.571e+01 14746 
4.571e+01 4.786e+01 15864 
4.786e+01 5.012e+01 17655 
5.012e+01 5.248e+01 19169 
5.248e+01 5.495e+01 21155 
5.495e+01 5.754e+01 22989 
5.754e+01 6.026e+01 25202 
6.026e+01 6.310e+01 27614 
6.310e+01 6.607e+01 30561 
6.607e+01 6.918e+01 33173 
6.918e+01 7.244e+01 36485 
7.244e+01 7.586e+01 40225 
7.586e+01 7.943e+01 43968 
7.943e+01 8.318e+01 47612 
8.318e+01 8.710e+01 52498 
8.710e+01 9.120e+01 57653 
9.120e+01 9.550e+01 63058 
9.550e+01 1.000e+02 69130 
1.000e+02 1.047e+02 76353 
1.047e+02 1.096e+02 83475 
1.096e+02 1.148e+02 91645 
1.148e+02 1.202e+02 100662 
1.202e+02 1.259e+02 109568 
1.259e+02 1.318e+02 120658 
1.318e+02 1.380e+02 132307 
1.380e+02 1.445e+02 144962 
1.445e+02 1.514e+02 158893 
1.514e+02 1.585e+02 174490 
1.585e+02 1.660e+02 190482 
1.660e+02 1.738e+02 209792 
1.738e+02 1.820e+02 229615 
1.820e+02 1.905e+02 251883 
1.905e+02 1.995e+02 275585 
1.995e+02 2.089e+02 302516 
2.089e+02 2.188e+02 331341 
2.188e+02 2.291e+02 364664 
2.291e+02 2.399e+02 399080 
2.399e+02 2.512e+02 436043 
2.512e+02 2.630e+02 478916 
2.630e+02 2.754e+02 526012 
2.754e+02 2.884e+02 576487 
2.884e+02 3.020e+02 631517 
3.020e+02 3.162e+02 694805 
3.162e+02 3.311e+02 760103 
3.311e+02 3.467e+02 832507 
3.467e+02 3.631e+02 910307 
3.631e+02 3.802e+02 1000180 
3.802e+02 3.981e+02 1099064 
3.981e+02 4.169e+02 1202849 
4.169e+02 4.365e+02 1319504 
4.365e+02 4.571e+02 1447982 
4.571e+02 4.786e+02 1588323 
4.786e+02 5.012e+02 1740252 
5.012e+02 5.248e+02 1905305 
5.248e+02 5.495e+02 2090778 
5.495e+02 5.754e+02 2290334 
5.754e+02 6.026e+02 2511992 
6.026e+02 6.310e+02 2754710 
6.310e+02 6.607e+02 3018798 
6.607e+02 6.918e+02 3306378 
6.918e+02 7.244e+02 3627762 
7.244e+02 7.586e+02 3975872 
7.586e+02 7.943e+02 4356716 
7.943e+02 8.318e+02 4780881 
8.318e+02 8.710e+02 5241709 
8.710e+02 9.120e+02 5744381 
9.120e+02 9.550e+02 6299843 
9.550e+02 1.000e+03 6905329 
1.000e+03 1.047e+03 7575978 
1.047e+03 1.096e+03 8296002 
