3661760.5	-11799742
3672706.3	-11823609
3705956	-11842566
3712787.5	-11859925
3716897.3	-11868326
3720405.5	-11868453
3726988.5	-11871565
3729454.3	-11870415
3737041.8	-11870287
3738100.8	-11872231
3740812.3	-11869288
3740767.8	-11841988
3740886.8	-11800227
3741242.5	-11679898
3741096.8	-11671968
3741637.3	-11579375
3741456	-11575154
3741483.8	-11547109
3741229.5	-11502927
3740934.3	-11472410
3751794.3	-11472101
3808209.8	-11472589
3865910.8	-11471399
3922056.5	-11470706
3947029.8	-11470220
3981701	-11469610
4046127	-11469208
4104974.3	-11468430
4134609	-11468719
4163380.3	-11468819
4224070	-11468389
4240263	-11468425
4283188	-11468585
4343063.5	-11468945
4343171	-11465618
4342876.5	-11373031
4343255	-11358446
4343124	-11312371
4342575.5	-11253299
4342794	-11238520
4342772.5	-11193157
4343383.5	-11132759
4343196.5	-11132122
4283397.5	-11131677
4259603	-11131740
4223417	-11131993
4196969	-11131364
4164054	-11131679
4143574.3	-11131554
4105231.8	-11131867
4080328.8	-11131557
4080267.3	-11128886
4082650.3	-11125840
4082588.3	-11124411
4078426	-11118700
4074451.5	-11116470
4072185.8	-11113059
4064419	-11107243
4055481	-11096914
4054288	-11087624
4056476.5	-11085817
4059706.8	-11084997
4060548.8	-11082326
4059056.3	-11076568
4056297.3	-11074041
4053771	-11069470
4054362	-11066307
4058072.8	-11064548
4062404.5	-11064396
4065253	-11061213
4060217	-11056659
4058280	-11050412
4054242.5	-11048957
4049381.3	-11043545
4045776.3	-11042522
4039141.3	-11043445
4034864.3	-11041874
4033389.5	-11040279
4031880.8	-11034912
4032804	-11029400
4031539.5	-11024589
4032956.3	-11020245
4030956	-11015382
4026436.3	-11008573
4024443.5	-10999636
4022572.8	-10996014
4022405.8	-10987861
4024987.5	-10985292
4024591.3	-10983010
4026117.3	-10979033
4025175	-10976946
4023907.3	-10973505
4019009.3	-10971417
4013801.8	-10964953
4012191.8	-10959239
4013723.8	-10956250
4015947.8	-10954669
4016586.8	-10952867
4020407	-10952122
4023933	-10948353
4023571.3	-10945023
4021356.3	-10940182
4020352	-10928587
4023439	-10924581
4024852.3	-10922133
4022920.3	-10919823
4014257.5	-10921667
4005632.3	-10918942
4003558.8	-10915530
4003182.5	-10911960
4005094	-10907417
4001068.3	-10903804
3999544	-10903529
3998061	-10905226
3995906.5	-10903855
3993173.8	-10906688
3991899	-10906716
3989359.5	-10904306
