1.000e+00 1.047e+00 1 
1.047e+00 1.096e+00 0 
1.096e+00 1.148e+00 1 
1.148e+00 1.202e+00 2 
1.202e+00 1.259e+00 3 
1.259e+00 1.318e+00 0 
1.318e+00 1.380e+00 1 
1.380e+00 1.445e+00 2 
1.445e+00 1.514e+00 1 
1.514e+00 1.585e+00 0 
1.585e+00 1.660e+00 0 
1.660e+00 1.738e+00 1 
1.738e+00 1.820e+00 1 
1.820e+00 1.905e+00 0 
1.905e+00 1.995e+00 4 
1.995e+00 2.089e+00 3 
2.089e+00 2.188e+00 1 
2.188e+00 2.291e+00 2 
2.291e+00 2.399e+00 3 
2.399e+00 2.512e+00 1 
2.512e+00 2.630e+00 1 
2.630e+00 2.754e+00 3 
2.754e+00 2.884e+00 2 
2.884e+00 3.020e+00 5 
3.020e+00 3.162e+00 7 
3.162e+00 3.311e+00 3 
3.311e+00 3.467e+00 5 
3.467e+00 3.631e+00 5 
3.631e+00 3.802e+00 6 
3.802e+00 3.981e+00 6 
3.981e+00 4.169e+00 6 
4.169e+00 4.365e+00 9 
4.365e+00 4.571e+00 6 
4.571e+00 4.786e+00 9 
4.786e+00 5.012e+00 7 
5.012e+00 5.248e+00 12 
5.248e+00 5.495e+00 9 
5.495e+00 5.754e+00 12 
5.754e+00 6.026e+00 10 
6.026e+00 6.310e+00 13 
6.310e+00 6.607e+00 5 
6.607e+00 6.918e+00 11 
6.918e+00 7.244e+00 12 
7.244e+00 7.586e+00 8 
7.586e+00 7.943e+00 12 
7.943e+00 8.318e+00 17 
8.318e+00 8.710e+00 17 
8.710e+00 9.120e+00 15 
9.120e+00 9.550e+00 17 
9.550e+00 1.000e+01 12 
1.000e+01 1.047e+01 18 
1.047e+01 1.096e+01 17 
1.096e+01 1.148e+01 21 
1.148e+01 1.202e+01 19 
1.202e+01 1.259e+01 16 
1.259e+01 1.318e+01 20 
1.318e+01 1.380e+01 23 
1.380e+01 1.445e+01 23 
1.445e+01 1.514e+01 20 
1.514e+01 1.585e+01 30 
1.585e+01 1.660e+01 22 
1.660e+01 1.738e+01 25 
1.738e+01 1.820e+01 32 
1.820e+01 1.905e+01 23 
1.905e+01 1.995e+01 34 
1.995e+01 2.089e+01 34 
2.089e+01 2.188e+01 24 
2.188e+01 2.291e+01 46 
2.291e+01 2.399e+01 28 
2.399e+01 2.512e+01 39 
2.512e+01 2.630e+01 58 
2.630e+01 2.754e+01 46 
2.754e+01 2.884e+01 45 
2.884e+01 3.020e+01 62 
3.020e+01 3.162e+01 55 
3.162e+01 3.311e+01 65 
3.311e+01 3.467e+01 50 
3.467e+01 3.631e+01 63 
3.631e+01 3.802e+01 72 
3.802e+01 3.981e+01 79 
3.981e+01 4.169e+01 73 
4.169e+01 4.365e+01 84 
4.365e+01 4.571e+01 73 
4.571e+01 4.786e+01 72 
4.786e+01 5.012e+01 99 
5.012e+01 5.248e+01 90 
5.248e+01 5.495e+01 99 
5.495e+01 5.754e+01 143 
5.754e+01 6.026e+01 95 
6.026e+01 6.310e+01 124 
6.310e+01 6.607e+01 113 
6.607e+01 6.918e+01 129 
6.918e+01 7.244e+01 121 
7.244e+01 7.586e+01 125 
7.586e+01 7.943e+01 151 
7.943e+01 8.318e+01 177 
8.318e+01 8.710e+01 166 
8.710e+01 9.120e+01 152 
9.120e+01 9.550e+01 187 
9.550e+01 1.000e+02 206 
1.000e+02 1.047e+02 190 
1.047e+02 1.096e+02 199 
1.096e+02 1.148e+02 210 
1.148e+02 1.202e+02 208 
1.202e+02 1.259e+02 276 
1.259e+02 1.318e+02 297 
1.318e+02 1.380e+02 301 
1.380e+02 1.445e+02 306 
1.445e+02 1.514e+02 329 
1.514e+02 1.585e+02 344 
1.585e+02 1.660e+02 348 
1.660e+02 1.738e+02 370 
1.738e+02 1.820e+02 433 
1.820e+02 1.905e+02 438 
1.905e+02 1.995e+02 469 
1.995e+02 2.089e+02 483 
2.089e+02 2.188e+02 550 
2.188e+02 2.291e+02 545 
2.291e+02 2.399e+02 610 
2.399e+02 2.512e+02 617 
2.512e+02 2.630e+02 693 
2.630e+02 2.754e+02 706 
2.754e+02 2.884e+02 694 
2.884e+02 3.020e+02 792 
3.020e+02 3.162e+02 831 
3.162e+02 3.311e+02 899 
3.311e+02 3.467e+02 974 
3.467e+02 3.631e+02 1004 
3.631e+02 3.802e+02 1023 
3.802e+02 3.981e+02 1177 
3.981e+02 4.169e+02 1152 
4.169e+02 4.365e+02 1282 
4.365e+02 4.571e+02 1439 
4.571e+02 4.786e+02 1469 
4.786e+02 5.012e+02 1555 
5.012e+02 5.248e+02 1606 
5.248e+02 5.495e+02 1872 
5.495e+02 5.754e+02 1904 
5.754e+02 6.026e+02 2046 
6.026e+02 6.310e+02 2151 
6.310e+02 6.607e+02 2256 
6.607e+02 6.918e+02 2452 
6.918e+02 7.244e+02 2615 
7.244e+02 7.586e+02 2750 
7.586e+02 7.943e+02 2972 
7.943e+02 8.318e+02 3171 
8.318e+02 8.710e+02 3308 
8.710e+02 9.120e+02 3506 
9.120e+02 9.550e+02 3817 
9.550e+02 1.000e+03 3966 
1.000e+03 1.047e+03 4080 
1.047e+03 1.096e+03 4562 
1.096e+03 1.148e+03 4864 
1.148e+03 1.202e+03 5058 
1.202e+03 1.259e+03 5517 
1.259e+03 1.318e+03 5844 
1.318e+03 1.380e+03 6374 
1.380e+03 1.445e+03 6830 
1.445e+03 1.514e+03 7145 
1.514e+03 1.585e+03 7663 
1.585e+03 1.660e+03 7917 
1.660e+03 1.738e+03 8573 
1.738e+03 1.820e+03 9335 
1.820e+03 1.905e+03 10098 
