1.000e+00 1.047e+00 92275 
1.047e+00 1.096e+00 100495 
1.096e+00 1.148e+00 108497 
1.148e+00 1.202e+00 118523 
1.202e+00 1.259e+00 128689 
1.259e+00 1.318e+00 140559 
1.318e+00 1.380e+00 152171 
1.380e+00 1.445e+00 165043 
1.445e+00 1.514e+00 180308 
1.514e+00 1.585e+00 194343 
1.585e+00 1.660e+00 212439 
1.660e+00 1.738e+00 230294 
1.738e+00 1.820e+00 251024 
1.820e+00 1.905e+00 273925 
1.905e+00 1.995e+00 295760 
1.995e+00 2.089e+00 322001 
2.089e+00 2.188e+00 352282 
2.188e+00 2.291e+00 384271 
2.291e+00 2.399e+00 417185 
2.399e+00 2.512e+00 453007 
2.512e+00 2.630e+00 493019 
2.630e+00 2.754e+00 533928 
2.754e+00 2.884e+00 579547 
2.884e+00 3.020e+00 627355 
3.020e+00 3.162e+00 680470 
3.162e+00 3.311e+00 739407 
3.311e+00 3.467e+00 803007 
3.467e+00 3.631e+00 873553 
3.631e+00 3.802e+00 948332 
3.802e+00 3.981e+00 1028578 
3.981e+00 4.169e+00 1117447 
4.169e+00 4.365e+00 1207302 
4.365e+00 4.571e+00 1308432 
4.571e+00 4.786e+00 1420634 
4.786e+00 5.012e+00 1538378 
5.012e+00 5.248e+00 1669673 
5.248e+00 5.495e+00 1814749 
5.495e+00 5.754e+00 1966223 
5.754e+00 6.026e+00 2132625 
6.026e+00 6.310e+00 2320316 
6.310e+00 6.607e+00 2518588 
6.607e+00 6.918e+00 2729882 
6.918e+00 7.244e+00 2960170 
7.244e+00 7.586e+00 3206590 
7.586e+00 7.943e+00 3480962 
7.943e+00 8.318e+00 3773391 
8.318e+00 8.710e+00 4099109 
8.710e+00 9.120e+00 4441225 
9.120e+00 9.550e+00 4820844 
9.550e+00 1.000e+01 5212324 
1.000e+01 1.047e+01 5650021 
1.047e+01 1.096e+01 6107626 
1.096e+01 1.148e+01 6614822 
1.148e+01 1.202e+01 7161133 
1.202e+01 1.259e+01 7745969 
1.259e+01 1.318e+01 8388285 
1.318e+01 1.380e+01 9069256 
1.380e+01 1.445e+01 9806872 
1.445e+01 1.514e+01 10618827 
1.514e+01 1.585e+01 11491676 
1.585e+01 1.660e+01 12447759 
1.660e+01 1.738e+01 13473612 
1.738e+01 1.820e+01 14563479 
1.820e+01 1.905e+01 15751330 
1.905e+01 1.995e+01 17031287 
1.995e+01 2.089e+01 18394643 
2.089e+01 2.188e+01 19874989 
2.188e+01 2.291e+01 21458718 
2.291e+01 2.399e+01 23147790 
2.399e+01 2.512e+01 24982615 
2.512e+01 2.630e+01 26923511 
2.630e+01 2.754e+01 28986833 
2.754e+01 2.884e+01 31212554 
2.884e+01 3.020e+01 33588306 
3.020e+01 3.162e+01 36134572 
3.162e+01 3.311e+01 38880506 
3.311e+01 3.467e+01 41880898 
3.467e+01 3.631e+01 45042295 
3.631e+01 3.802e+01 48402926 
3.802e+01 3.981e+01 51973225 
3.981e+01 4.169e+01 55829204 
4.169e+01 4.365e+01 59810895 
4.365e+01 4.571e+01 64141147 
4.571e+01 4.786e+01 68750046 
4.786e+01 5.012e+01 73427338 
5.012e+01 5.248e+01 78512067 
5.248e+01 5.495e+01 83889411 
5.495e+01 5.754e+01 89511181 
5.754e+01 6.026e+01 95492739 
6.026e+01 6.310e+01 101651048 
6.310e+01 6.607e+01 108107506 
6.607e+01 6.918e+01 114744672 
6.918e+01 7.244e+01 121578656 
7.244e+01 7.586e+01 128657099 
7.586e+01 7.943e+01 136040194 
7.943e+01 8.318e+01 143705118 
8.318e+01 8.710e+01 151323676 
8.710e+01 9.120e+01 158937514 
9.120e+01 9.550e+01 166130098 
9.550e+01 1.000e+02 173000635 
1.000e+02 1.047e+02 179242136 
1.047e+02 1.096e+02 185085910 
1.096e+02 1.148e+02 190400023 
1.148e+02 1.202e+02 194394281 
1.202e+02 1.259e+02 196622892 
1.259e+02 1.318e+02 196650574 
1.318e+02 1.380e+02 194284924 
1.380e+02 1.445e+02 187889797 
1.445e+02 1.514e+02 176463164 
1.514e+02 1.585e+02 159167517 
1.585e+02 1.660e+02 132265580 
1.660e+02 1.738e+02 92135323 
1.738e+02 1.820e+02 28641782 
1.820e+02 1.905e+02 0 
1.905e+02 1.995e+02 0 
1.995e+02 2.089e+02 0 
2.089e+02 2.188e+02 0 
2.188e+02 2.291e+02 0 
2.291e+02 2.399e+02 0 
2.399e+02 2.512e+02 0 
2.512e+02 2.630e+02 0 
2.630e+02 2.754e+02 0 
2.754e+02 2.884e+02 0 
2.884e+02 3.020e+02 0 
3.020e+02 3.162e+02 0 
3.162e+02 3.311e+02 0 
3.311e+02 3.467e+02 0 
3.467e+02 3.631e+02 0 
3.631e+02 3.802e+02 0 
3.802e+02 3.981e+02 0 
3.981e+02 4.169e+02 0 
4.169e+02 4.365e+02 0 
4.365e+02 4.571e+02 0 
4.571e+02 4.786e+02 0 
4.786e+02 5.012e+02 0 
5.012e+02 5.248e+02 0 
5.248e+02 5.495e+02 0 
5.495e+02 5.754e+02 0 
5.754e+02 6.026e+02 0 
6.026e+02 6.310e+02 0 
6.310e+02 6.607e+02 0 
6.607e+02 6.918e+02 0 
6.918e+02 7.244e+02 0 
7.244e+02 7.586e+02 0 
7.586e+02 7.943e+02 0 
7.943e+02 8.318e+02 0 
8.318e+02 8.710e+02 0 
8.710e+02 9.120e+02 0 
