363842.47	1251591.9
384887.75	1272870.5
394232.53	1278148.6
406101		1292629.6
421109.59	1297526.9
433959.75	1309536.1
452655.72	1299935.1
458677.47	1302981.6
462896.44	1298843.8
463586.06	1288161.5
469804.66	1288684
482960.75	1284422.8
502864.75	1326975.8
509154.41	1362420.6
509570.53	1381531.5
501965.94	1396261.9
508744.88	1410315.4
516323.78	1444786.4
526126.44	1456539.1
524325.44	1458357.4
535764.56	1463588.5
547827.56	1473803.9
557404.69	1489733.5
566605.44	1490666.3
571630		1487916.6
587606.31	1481725.8
596753.88	1483283.1
599948.94	1487572.8
608648.06	1485219.6
613236.75	1479031.6
609130.75	1472584.6
614178.19	1466387.8
654230.63	1497080.9
669498.81	1500488.4
708397.38	1524463.6
729418.19	1547055.1
738181.13	1562695.9
750440.56	1614255.5
764283.94	1662529.6
761570.88	1662758
756516.38	1665142.4
746557		1664156.9
743696.06	1665900.6
742336.19	1669490.9
733401.69	1668201.4
728952.56	1670486.3
726621.81	1669928.9
723776.06	1670879.9
721995.19	1670432.6
717811.63	1672306.4
715530.38	1674696.1
714738		1675927.6
703493.75	1681966.9
700428.5	1682232.8
695770.31	1681116.6
684674.81	1685836.4
676999.19	1682209.9
673773.5	1682662.5
669431.81	1681763
666225.5	1682507.3
661135.63	1681743
659158.81	1682182.9
656715.25	1684959.1
653311.88	1685110.5
645631.69	1687998
643088.19	1690997.4
634135.94	1692521.5
631807		1695122.1
629495.5	1695891.6
624675.88	1695998.4
614858.44	1694427.1
609599.38	1696123.8
608727.13	1698710.3
614121.38	1699252.1
616292.94	1703406.9
615924.63	1704238.9
613307.38	1705874.8
611171.69	1705662.6
610076.63	1708403.5
605471.88	1711272.8
583510.75	1715968.9
543133		1724234.9
531957.63	1726803.6
528030.88	1726490.4
522506.91	1730033.6
522567.22	1730908.5
494826.91	1730602.9
446001.19	1731151.3
443045.28	1733069.8
401307.56	1740965
385660.53	1743843.6
368438.06	1747061.4
360604.28	1748552.1
353071.5	1756311.9
336429.44	1740403.8
328349.47	1748249.1
326828.22	1748677.3
312358.31	1741948.1
306189		1742154.8
300645.97	1733443.6
288350.94	1729427.9
291986		1728524.8
298983.63	1729183
309569.91	1731026.5
314274.63	1730956
318135.78	1731043.5
322184.44	1729994.8
329702.28	1702417.8
330665.81	1699801.8
334533.91	1688343.9
345201.81	1659218.4
347751.97	1658188.9
349982.56	1654817
352196.34	1654321.8
352801.19	1652984.4
352086.75	1650089.6
352658.59	1644203.8
351826.16	1641882.9
353628.5	1641192.4
355442.69	1638022.5
354655.91	1635046.5
359931.34	1630333.6
362586.19	1628888.9
365967.28	1624493
366851.28	1624077.9
369849.34	1625073.8
377980.81	1622036.4
379414.94	1622377
384046.97	1620942
384358.34	1617994.6
386328.75	1617559.9
388463.06	1618421.8
390258.56	1614961.5
391453.75	1614123.5
391750.94	1612169.3
392646.81	1610118.1
391287.72	1603770.4
399292.28	1599579
400062.09	1596173.1
403099.78	1593745.5
403045.66	1590790.1
401138.69	1583489.1
390755.59	1535960.9
390202.78	1532880.1
383470.38	1500983.9
377457.72	1473265.3
376855.91	1470196.8
366161.22	1421210.9
363940.06	1411167
356995.78	1376106.9
355607.19	1368382.9
346580.19	1321504.4
344683.16	1310699.8
336779.84	1268406.6
334982.25	1256925.3
363842.47	1251591.9
281420.31	1751943.9
274072.91	1739392.5
283791.56	1750599.1
285737.72	1749823.4
285867.72	1743146.4
282220.06	1738346
278503.31	1742210.5
275158.34	1732858.1
280969.19	1729485.6
293128.03	1732383.5
300430.47	1735199.8
302317.66	1746586.8
308452.41	1745417.9
317626.66	1755464.1
317433.66	1765326.3
322964.28	1767800.3
324871.03	1784967.1
331733.19	1789215.8
335926.63	1797912.9
345076.16	1827372.5
369472.06	1846608.3
369471.88	1849537.1
364516.63	1844887.3
354224.88	1842550.9
345076.66	1833963.1
337453.63	1831565.8
341647.06	1840994.9
356511.94	1852020.6
359561.16	1858543.8
358418.44	1869188
370615.19	1878436.5
370615.31	1882830.4
364898.63	1880395.6
329450.41	1840528.1
295002.13	1775552.5
281420.31	1751943.9
